company,region,city,state,phone_normalized,owner_or_manager,website,email,fit_score,pain_signal,next_action,status,notes
Reliable Ducts Heating And Cooling INC,Jacksonville / Northeast Florida,Jacksonville,FL,(904) 551-7132,John A Bucca,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1814610; address=6545 TRADE CENTER DR; zip=32254; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Cool Breeze Services Fl LLC,North Florida,Longwood,FL,(386) 423-1457,Lucas B West,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821961; address=1959 RANCHLAND TRL; zip=32750; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Dbk INC,North Florida,Debary,FL,(386) 860-2050,Bartholomew Formoso,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815827; address=398 S SHELL RD; zip=32713; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Hart Heating And Air LLC,North Florida,Palatka,FL,(386) 937-5824,Jonathan Hart,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815173; address=201 SILVER LAKE TERR; zip=32177; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Medic Air Systems INC,North Florida,Port Orange,FL,(386) 760-2356,Kevin Ray Taylor,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CMC052403; address=710 GLADES COURT; zip=32127; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
5 Star Refrigeration And Air Condit,North/Central Florida,Brooksville,FL,(352) 345-4813,Joseph E Matthews Iii,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CMC046885; address=23091 Cortez Blvd; zip=34061; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Academia Development Corp,North/Central Florida,Doral,FL,(352) 214-5547,Jose Urdaneta,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1823051; address=11401 NW 89TH ST; zip=33178; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Advanced Electric And Security LLC,North/Central Florida,Ocala,FL,(352) 414-7599,Austin Lopez,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1820846; address=3657 NW GAINSEVILLE RD; zip=34475; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Advanced Industrial Mechanical LLC,North/Central Florida,St Petersburg,FL,(352) 949-0851,Fernando Henrique De Oliveira,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1822435; address=2880 SCHERER DR N | SUITE 860; zip=33716; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
All About Air And Heat Refrideration LLC,North/Central Florida,Ocala,FL,(352) 342-3588,James N Brennan,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815820; address=3621 NE 28 TERR; zip=34479; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Ardis Mechanical LLC,North/Central Florida,Brandford,FL,(352) 260-2507,John P Ardis,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC051478; address=14832 NE HIGHWAY 349; zip=32008; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Butler Heating And Air Conditioning INC,North/Central Florida,Spring Hill,FL,(352) 796-2229,Rodger D Butler,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1814183; address=3035 ANDERSON SNOW RD; zip=34609; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Certified Air Conditioning INC,North/Central Florida,Inverness,FL,(352) 344-0323,Mark R Rogers,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1813465; address=9486 E SANDPIPER DR; zip=34450; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Chris A C Company,North/Central Florida,Dade City,FL,(352) 521-4977,Chris C Jones,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC058575; address=10235 US HWY 301; zip=33525; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
J A Croson LLC,North/Central Florida,Sorrento,FL,(352) 729-7102,David A Croson,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CMC1249402; address=31550 C.R 437; zip=32776; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Kalos Services INC,North/Central Florida,Clermont,FL,(352) 429-0609,Bryan Orr,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1814620; address=236 HATTERAS AVE; zip=34711; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Kml Heating And Air LLC,North/Central Florida,Wesley Chapel,FL,(352) 737-1850,Erandy Rodriguez,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1822507; address=33377 HAMILTON HILL LN; zip=33545; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
R&O Construction,North/Central Florida,Ocala,FL,(352) 619-5281,Luis Omar Menjivar,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1823536; address=4234 SW 145TH PL RD; zip=34473; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Riffles Air And Heat INC,North/Central Florida,Groveland,FL,(352) 429-8333,Victor I Riffle,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1813805; address=112 SOURWOOD LANE STE F; zip=34736; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Sams,North/Central Florida,St Petersburg,FL,(352) 949-0851,Richard L Weisbrodt,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1819041; address=2880 SCHERER DRIVE NORTH SUITE 860; zip=33716; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Smt Mechanical LLC,North/Central Florida,Kissimmee,FL,(352) 309-7601,Robert W Yoho Jr,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC016295; address=2722 HERONS LANDING DR; zip=34741; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Southern Air Systems Of N Fl INC,North/Central Florida,Trenton,FL,(352) 472-2920,Mike Myers Jr,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1816683; address=6422 SE 62N COURT; zip=32693; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Waterman Cooling And Heating LLC,North/Central Florida,San Antonio,FL,(352) 588-9901,Michael L Raffensberger,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1823150; address=28212 RICE ROAD; zip=33576; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Abc Liquors INC,Orlando / Central Florida,Orlando,FL,(407) 851-0000,Edwin C Wolek,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1816947; address=9001 S ORANGE AVE; zip=32824; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Advanced Mechanical Services,Orlando / Central Florida,Orlando,FL,(407) 246-0589,Carlos R Orta,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1822053; address=2475 REGENT AVE; zip=32804; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Advanced Refrigeration And Air INC,Orlando / Central Florida,Orlando,FL,(407) 679-0644,Matt A Thurman,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CMC039597; address=7617 NARCOOSSEE ROAD; zip=32822-5541; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Air Pros LLC,Orlando / Central Florida,Hollywood,FL,(407) 720-1023,Susan Frank,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1822083; address=2801 EVANS STREET; zip=33020; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Air Temp INC,Orlando / Central Florida,Celebration,FL,(407) 566-2165,Mark P Simon,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC058474; address=52 RILEY ROAD | SUITE 260; zip=34747; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Air Today Holdings LLC,Orlando / Central Florida,Plantation,FL,(407) 720-1023,Luis Maldonado,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1824143; address=1250 S PINE ISLAND RD; zip=33324; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
All Pro Cooling And Heating LLC,Orlando / Central Florida,Winter Park,FL,(407) 676-0076,Marcos Ramos,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1820992; address=2721 FORSYTH RD | STE 163; zip=32792; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Alltemp Air Conditioning And Refrigeration LLC,Orlando / Central Florida,Saint Cloud,FL,(407) 857-7800,Randall S Crowe,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1814398; address=1998 SETTER AVENUE; zip=34771; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Armstrong Air And Electric INC,Orlando / Central Florida,Winter Garden,FL,(407) 877-8090,Paul L Richards,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC057235; address=671 BUSINESS PARK BLVD STE 104; zip=34787; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Circular Air Cooling And Heating LLC,Orlando / Central Florida,Kissimmee,FL,(407) 757-5351,Erive Charles,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1822609; address=1550 YARDLEY CT; zip=34744; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Climacore HVAC And R LLC,Orlando / Central Florida,Orlando,FL,(407) 860-7021,Luis A Arias,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1823663; address=1802 N ALAFAYA TRL | SUITE 158; zip=32826; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Commercial Beverage And Galley Systems INC,Orlando / Central Florida,Orlando,FL,(407) 260-8818,Christopher Brudermann,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821676; address=445 HIGHLAND AVE; zip=32801; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Del Air Heating Air Conditioning And Refrigeration INC,Orlando / Central Florida,Sanford,FL,(407) 333-2665,Robert Renner,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC051477; address=531 CODISCO WAY; zip=32771; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Del Air Heating Air Conditioning And Refrigeration LLC,Orlando / Central Florida,Lake Mary,FL,(407) 333-2665,Ryan W Oneill,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1813963; address=1000 BUSINESS CENTER DR | SUITE 3050; zip=32746; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Dexair Services LLC,Orlando / Central Florida,Orlando,FL,(407) 758-1609,Gene Brascomb Jr,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821063; address=1913 CRICKET DR; zip=32808; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Dhr Mechanical Services-Orlando INC,Orlando / Central Florida,Sanford,FL,(407) 265-0777,Garrick Tyson Meitzner,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC057526; address=801 CENTRAL PARK DR; zip=32771; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Fahrenheit Services Air Conditioning And Refrigeration INC,Orlando / Central Florida,Miami,FL,(407) 593-8550,Roberto Gomez,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815975; address=2511 SW 129TH AVE; zip=33175; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Fergusson Engineering Group LLC,Orlando / Central Florida,Kissimmee,FL,(407) 925-1864,Raul Humbria Fergusson,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1822303; address=3229 TURRET BAY CT; zip=34743; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Frostaire Dynamics Corp,Orlando / Central Florida,Orange Park,FL,(407) 952-6591,Rafael E Arroyo Jr,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1823145; address=1262 ARBOR CIRCLE; zip=32073; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Frostbyte Werks LLC,Orlando / Central Florida,Port Richey,FL,(407) 760-5457,Brian D Houck,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821430; address=7036 FERNLEAF COURT; zip=34668; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Harrys A/C & Fe Service INC,Orlando / Central Florida,Orlando,FL,(407) 376-7818,Yong Wang,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815026; address=2546 ALBACA DRIVE; zip=32837; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Helac Services LLC,Orlando / Central Florida,Orlando,FL,(407) 973-8118,Gregorio Molleja,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1816770; address=2251 PEARL CIDER ST; zip=32824; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Jbc Repairs Air Conditioning And Heating,Orlando / Central Florida,Orlando,FL,(407) 697-1117,Jean-Bernard Clerger,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817788; address=3500 OLD WINTER GARDEN RD BAY; zip=32805; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Maronda Homes LLC Of Florida,Orlando / Central Florida,Sanford,FL,(407) 473-0924,Ronald K Haupt,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC058534; address=4005 MARONDA WAY; zip=32771; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Mastropiero Plumbing And Heating Corp,Orlando / Central Florida,Kissimmee,FL,(407) 214-8209,Michael Mastropiero,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821615; address=961-D ARMSTRONG BLVD; zip=34741; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Mathis And Sons Air And Heating LLC,Orlando / Central Florida,Orlando,FL,(407) 440-2244,Steven Mathis,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1818734; address=5649 E COLONIAL DRIVE | STE 103; zip=32807; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Max Service Air Conditioning And Heat LLC,Orlando / Central Florida,Orlando,FL,(407) 692-1277,Lazaro Cabrales Aguila,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1818621; address=8160 PATRIOT PL; zip=32825; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Mechanical One LLC,Orlando / Central Florida,Altamonte Springs,FL,(407) 404-4000,Jason L James,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1820196; address=217 N WESTMONTE DR | STE 1007; zip=32714; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Michaels Refrigeration And Air Conditioning LLC,Orlando / Central Florida,Orlando,FL,(407) 832-9856,Michael Maldonado,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817175; address=3956 W TOWN CENTER BLVD | #151; zip=32837; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Polo Heating And Air Conditioning INC,Orlando / Central Florida,Orlando,FL,(407) 486-5406,Jose M Polo Marichal,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1819469; address=3106 RED KITE PT; zip=32829; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Richs Irrigation Cooling And Heating INC,Orlando / Central Florida,Windermere,FL,(407) 466-1855,Richard T Rutherford,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1813420; address=17188 RED BIRD ROAD; zip=34786; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Right Temp INC,Orlando / Central Florida,Orlando,FL,(407) 668-8953,Luong H Nguyen,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815720; address=5026 QUALITY TRAIL; zip=32829; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Seminole Air LLC,Orlando / Central Florida,Kissimmee,FL,(407) 613-6701,Jody Mcdonald,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817237; address=738 BITTERN LANE; zip=34759; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Shawn Smith AC And Heating LLC,Orlando / Central Florida,Winter Springs,FL,(407) 617-0450,Shawn Smith,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817515; address=296 RINGWOOD DR; zip=32708; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Si Goldman Company INC,Orlando / Central Florida,Longwood,FL,(407) 830-5000,Roy L Burkett,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CMC057041; address=799 bennett drive; zip=32750; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
State Side Services INC,Orlando / Central Florida,Apopka,FL,(407) 814-0244,Jorge J Gauvin,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC050439; address=2300 MAYFLOWER AVE; zip=32703; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Sunvena HVAC LLC,Orlando / Central Florida,Sanford,FL,(689) 407-6520,James R Hart,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821229; address=4015 CHURCH ST; zip=32771; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Thermodynamics Solutions LLC,Orlando / Central Florida,Saint Cloud,FL,(407) 452-7710,Efrain O Marti-Laracuente Sr,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1819445; address=2934 COOL BREEZE CIRCLE; zip=34769; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Total Building Design INC,Orlando / Central Florida,Orlando,FL,(407) 218-1957,David O Rodriguez,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1823819; address=1800 PEMBROOK DR | SUITE 300; zip=32810; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Total Solutions Fl INC,Orlando / Central Florida,Orlando,FL,(407) 608-9616,Lemay Hernandez Reyes,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1824871; address=366 SOUTHERN CHARM DR; zip=32807; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
United Air Solutions LLC,Orlando / Central Florida,Clermont,FL,(407) 205-3530,Michael T Hodge,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1820304; address=916 CORNELL AVE; zip=34711; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Watson And Company Of Central Florida INC,Orlando / Central Florida,Groveland,FL,(407) 469-2187,James A Watson,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1815558; address=20539 INDEPENDENCE BLVD  BOX #9; zip=34736; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Ac All Stars LLC,Palm Beach / Treasure Coast,Boca Raton,FL,(561) 702-1943,Stephen S Buckley,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817509; address=21621 MAGDALENA TERR; zip=33433; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Ac Partners Of Florida INC,Palm Beach / Treasure Coast,Palm City,FL,(561) 228-1043,Maurice Cohen,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817566; address=4053 SW RIVERS END WAY; zip=34990; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Ac Xperts Of Florida INC,Palm Beach / Treasure Coast,Boca Raton,FL,(561) 671-0005,Alejandro Montemayor,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821073; address=10548 PLAINVIEW CIR; zip=33498; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Amc Air Conditioning And Heating LLC,Palm Beach / Treasure Coast,West Palm Beach,FL,(561) 502-2491,Emmanuel Concepcion,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1821843; address=6358 WESTOVER RD; zip=33417; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Cee Dee Air Conditioning INC,Palm Beach / Treasure Coast,Royal Palm Beach,FL,(561) 433-0550,Thomas Lee Schenck,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1817056; address=510 BUSINESS PARKWAY SUITE 3; zip=33411; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Central Air Systems INC,Palm Beach / Treasure Coast,Loxahatchee,FL,(561) 585-6819,David W Nutting,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC054741; address=16893 80TH STREET NORTH; zip=33470; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
Drafthings INC,Palm Beach / Treasure Coast,St. Petersburg,FL,(561) 370-2991,Gregory Greseth,,,5,"Florida summer AC season; high call volume, emergency demand, missed-call recovery angle",verify current license/status and call owner/manager with summer missed-call recovery script,New,license=CAC1824222; address=7901 4TH ST N | STE 300; zip=33702; source_pdf=/root/ai-holding-company/first-business-missed-call-recovery/sources/lee_county_hvac.pdf
